ID,Label,SW_Pred,HW_Pred,HW_eq_SW,HW_eq_GT,SW_Conf,HW_Conf,MAE,KL,Cos,HW_Sum,Valid,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,IP_us
1558,0,0,0,1,1,0.942034,0.942017,0.000013,0.000031,1.000000,0.999969,True,173264,94522,78728,0,71,520.3123
1559,9,9,9,1,1,0.439032,0.437103,0.000323,0.003241,0.999999,0.996765,True,153281,76218,77049,0,71,460.3033
1560,8,8,8,1,1,0.978488,0.978577,0.000021,-0.000029,1.000000,1.000031,True,154271,77043,77214,0,71,463.2763
1561,4,4,4,1,1,0.942059,0.942017,0.000019,0.000001,1.000000,1.000000,True,152997,76138,76845,0,71,459.4505
1562,8,8,8,1,1,0.850247,0.850220,0.000021,-0.000030,1.000000,1.000031,True,153080,76809,76257,0,71,459.6997
1563,7,7,7,1,1,0.892496,0.892456,0.000025,0.000000,1.000000,1.000000,True,153314,76939,76361,0,71,460.4024
1564,7,7,7,1,1,0.840135,0.840027,0.000025,0.000031,1.000000,0.999969,True,153417,77264,76139,0,71,460.7117
1565,0,0,0,1,1,0.962070,0.962128,0.000019,0.000001,1.000000,1.000000,True,156306,77288,79004,0,71,469.3874
1566,7,7,7,1,1,0.718052,0.716034,0.000256,0.002567,1.000000,0.997437,True,168380,91447,76919,0,71,505.6456
1567,8,8,8,1,1,0.978298,0.978424,0.000024,-0.000030,1.000000,1.000031,True,156489,78862,77613,0,71,469.9369
1568,8,8,8,1,1,0.961897,0.961975,0.000022,0.000003,1.000000,1.000000,True,152401,75933,76454,0,71,457.6607
1569,6,6,6,1,1,0.733948,0.733704,0.000055,0.000061,1.000000,0.999939,True,152946,76653,76279,0,71,459.2973
1570,0,0,0,1,1,0.719349,0.719177,0.000031,0.000092,1.000000,0.999908,True,167842,89368,78460,0,71,504.0300
1571,4,4,4,1,1,0.909998,0.909943,0.000026,0.000031,1.000000,0.999969,True,153882,77170,76698,0,68,462.1081
1572,8,8,8,1,1,0.931491,0.931458,0.000015,-0.000030,1.000000,1.000031,True,153705,77426,76265,0,71,461.5766
1573,8,8,8,1,1,0.915885,0.915924,0.000016,-0.000030,1.000000,1.000031,True,153642,77075,76553,0,71,461.3874
1574,2,2,2,1,1,0.949834,0.949890,0.000020,0.000032,1.000000,0.999969,True,154810,77263,77533,0,71,464.8949
1575,4,4,4,1,1,0.968001,0.968079,0.000021,0.000032,1.000000,0.999969,True,152690,76197,76479,0,71,458.5285
1576,7,7,7,1,1,0.824678,0.824646,0.000019,0.000001,1.000000,1.000000,True,153629,76749,76866,0,71,461.3483
1577,6,6,6,1,1,0.985370,0.985443,0.000017,0.000006,1.000000,1.000000,True,153580,77471,76095,0,71,461.2012
1578,6,6,6,1,1,0.965964,0.966034,0.000019,-0.000026,1.000000,1.000031,True,153280,76558,76708,0,71,460.3003
1579,6,6,6,1,1,0.790760,0.790527,0.000052,0.000000,1.000000,1.000000,True,167923,91135,76774,0,71,504.2733
1580,4,4,4,1,1,0.883008,0.883026,0.000014,0.000000,1.000000,1.000000,True,154458,77904,76540,0,71,463.8378
1581,7,7,7,1,1,0.684021,0.681915,0.000250,0.002506,1.000000,0.997498,True,152821,76373,76434,0,71,458.9219
1582,1,1,1,1,1,0.852320,0.852295,0.000017,0.000031,1.000000,0.999969,True,151829,75701,76114,0,71,455.9429
1583,8,8,8,1,1,0.814377,0.814301,0.000024,-0.000030,1.000000,1.000031,True,154516,76671,77831,0,71,464.0120
1584,8,8,8,1,1,0.814526,0.814484,0.000017,-0.000030,1.000000,1.000031,True,153380,76864,76502,0,71,460.6006
1585,2,2,2,1,1,0.966803,0.966919,0.000031,0.000002,1.000000,1.000000,True,154894,78003,76877,0,71,465.1471
1586,3,3,3,1,1,0.857240,0.857147,0.000029,0.000001,1.000000,1.000000,True,152834,76451,76369,0,71,458.9610
1587,6,6,6,1,1,0.750623,0.750458,0.000043,0.000034,1.000000,0.999969,True,154416,77655,76747,0,71,463.7117
1588,3,3,3,1,1,0.992921,0.993073,0.000024,0.000009,1.000000,1.000061,True,155363,77588,77761,0,71,466.5556
1589,0,0,0,1,1,0.976700,0.976807,0.000022,-0.000030,1.000000,1.000031,True,167721,76989,90718,0,71,503.6667
1590,0,0,0,1,1,0.942718,0.942780,0.000022,0.000031,1.000000,0.999969,True,152625,76557,76054,0,71,458.3333
1591,3,3,3,1,1,0.944586,0.944641,0.000017,-0.000021,1.000000,1.000031,True,153897,77250,76633,0,71,462.1532
1592,7,7,7,1,1,0.882656,0.882660,0.000015,0.000031,1.000000,0.999969,True,154000,76745,77241,0,71,462.4625
1593,6,6,6,1,1,0.640842,0.639160,0.000235,0.002353,1.000000,0.997650,True,151866,75830,76022,0,71,456.0541
1594,9,9,9,1,1,0.908721,0.908783,0.000014,0.000001,1.000000,1.000000,True,153107,76758,76335,0,71,459.7808
1595,7,7,7,1,1,0.828368,0.828247,0.000037,-0.000030,1.000000,1.000031,True,153909,77180,76715,0,71,462.1892
1596,9,9,9,1,1,0.889164,0.889069,0.000027,0.000062,1.000000,0.999939,True,155119,76931,78174,0,71,465.8228
1597,9,9,9,1,1,0.659935,0.658051,0.000241,0.002414,1.000000,0.997589,True,154090,77526,76550,0,71,462.7327
1598,5,5,5,1,1,0.998906,0.998993,0.000017,0.000724,1.000000,1.000000,True,166361,76809,89538,0,71,499.5826
1599,4,4,4,1,1,0.984623,0.984711,0.000022,-0.000017,1.000000,1.000031,True,153461,76875,76572,0,71,460.8438
1600,3,3,3,1,1,0.751877,0.751831,0.000016,0.000001,1.000000,1.000000,True,154999,78028,76957,0,71,465.4625
1601,3,3,3,1,1,0.887860,0.887756,0.000027,0.000000,1.000000,1.000000,True,156785,77567,79204,0,71,470.8258
1602,6,6,6,1,1,0.970412,0.970490,0.000020,0.000011,1.000000,1.000000,True,152523,76022,76487,0,71,458.0270
1603,1,1,1,1,1,0.967776,0.967865,0.000016,-0.000025,1.000000,1.000031,True,154438,77366,77058,0,68,463.7778
1604,2,2,2,1,1,0.882099,0.882019,0.000029,-0.000061,1.000000,1.000061,True,153170,76564,76592,0,71,459.9700
1605,3,3,3,1,1,0.951617,0.951660,0.000017,-0.000090,1.000000,1.000092,True,152958,76364,76580,0,71,459.3333
1606,7,7,7,1,1,0.693742,0.691650,0.000250,0.002506,1.000000,0.997498,True,153365,76591,76760,0,71,460.5556
1607,3,3,3,1,1,0.716385,0.714294,0.000256,0.002567,1.000000,0.997437,True,167061,76413,90634,0,71,501.6847
1608,3,3,3,1,1,0.982512,0.982666,0.000031,0.000423,1.000000,1.000000,True,152413,76363,76036,0,71,457.6967
1609,2,2,2,1,1,0.395562,0.394165,0.000290,0.002904,1.000000,0.997101,True,154104,77304,76786,0,71,462.7748
1610,0,0,0,1,1,0.937162,0.937195,0.000017,0.000031,1.000000,0.999969,True,155499,77396,78089,0,71,466.9640
1611,3,3,3,1,1,0.487796,0.486481,0.000186,0.001864,0.999999,0.998138,True,152716,77002,75700,0,71,458.6066
1612,3,3,3,1,1,0.732296,0.732086,0.000053,0.000003,1.000000,1.000000,True,153585,76815,76756,0,71,461.2162
1613,8,8,8,1,1,0.981081,0.981201,0.000025,0.000002,1.000000,1.000000,True,153705,75719,77972,0,71,461.5766
1614,4,4,4,1,1,0.478627,0.476593,0.000351,0.003516,1.000000,0.996490,True,154455,78026,76415,0,71,463.8288
1615,3,3,3,1,1,0.979735,0.979828,0.000017,0.000210,1.000000,1.000061,True,156105,78999,77092,0,71,468.7838
1616,6,6,6,1,1,0.814071,0.813873,0.000052,-0.000030,1.000000,1.000031,True,164616,75811,88791,0,71,494.3423
1617,3,3,3,1,1,0.900775,0.900665,0.000038,0.000033,1.000000,0.999969,True,152545,76379,76152,0,71,458.0931
1618,5,5,5,1,1,0.930910,0.930939,0.000018,-0.000030,1.000000,1.000031,True,153853,77283,76556,0,71,462.0210
1619,0,0,0,1,1,0.887217,0.887177,0.000015,0.000061,1.000000,0.999939,True,155588,77672,77902,0,71,467.2312
1620,2,2,2,1,1,0.822928,0.822723,0.000051,-0.000030,1.000000,1.000031,True,153286,76274,76998,0,71,460.3183
1621,0,0,0,1,1,0.611076,0.610474,0.000129,0.000062,0.999999,0.999939,True,154331,77572,76745,0,71,463.4565
1622,9,9,9,1,1,0.972199,0.972290,0.000021,0.000337,1.000000,1.000031,True,152858,76202,76642,0,71,459.0330
1623,0,0,0,1,1,0.972205,0.972321,0.000026,0.000031,1.000000,0.999969,True,154435,77525,76896,0,71,463.7688
1624,7,7,7,1,1,0.946548,0.946655,0.000023,-0.000030,1.000000,1.000031,True,153907,77152,76741,0,71,462.1832
1625,4,4,4,1,1,0.921860,0.921906,0.000016,0.000001,1.000000,1.000000,True,155005,78520,76471,0,71,465.4805
1626,6,6,6,1,1,0.705435,0.705139,0.000065,0.000031,1.000000,0.999969,True,189971,77533,112424,0,71,570.4835
1627,9,9,9,1,1,0.909827,0.909821,0.000011,0.000061,1.000000,0.999939,True,153850,76627,77209,0,71,462.0120
1628,3,3,3,1,1,0.922949,0.923035,0.000028,0.000003,1.000000,1.000000,True,156308,78476,77818,0,71,469.3934
1629,5,5,5,1,1,0.999532,0.999573,0.000011,0.000580,1.000000,0.999969,True,161700,82276,79410,0,71,485.5856
1630,1,1,1,1,1,0.875409,0.875305,0.000033,-0.000060,1.000000,1.000061,True,155297,78752,76531,0,71,466.3574
1631,9,9,9,1,1,0.965532,0.965668,0.000030,0.000286,1.000000,0.999969,True,154577,77817,76746,0,71,464.1952
1632,6,6,6,1,1,0.969751,0.969879,0.000032,0.000071,1.000000,0.999939,True,153482,76666,76802,0,71,460.9069
1633,1,1,1,1,1,0.896554,0.896545,0.000014,0.000031,1.000000,0.999969,True,154395,77751,76630,0,71,463.6486
1634,4,8,8,1,0,0.372448,0.371307,0.000275,0.002750,1.000000,0.997253,True,153027,76501,76512,0,71,459.5405
1635,5,5,5,1,1,0.968282,0.968353,0.000019,0.000007,1.000000,1.000000,True,153661,76863,76784,0,71,461.4444
1636,4,4,4,1,1,0.567552,0.566101,0.000207,0.002047,1.000000,0.997955,True,156011,78938,77059,0,71,468.5015
1637,5,5,5,1,1,0.918768,0.918793,0.000019,-0.000029,1.000000,1.000031,True,155200,77083,78103,0,71,466.0661
1638,0,0,0,1,1,0.935326,0.935364,0.000012,0.000000,1.000000,1.000000,True,154960,76812,78134,0,71,465.3453
1639,5,5,5,1,1,0.986933,0.987061,0.000026,0.000384,1.000000,1.000031,True,155772,78391,77367,0,71,467.7838
1640,9,9,9,1,1,0.842955,0.842834,0.000034,0.000000,1.000000,1.000000,True,166485,89700,76771,0,71,499.9550
1641,5,5,5,1,1,0.901672,0.901642,0.000014,0.000031,1.000000,0.999969,True,165383,76296,89073,0,71,496.6456
1642,2,2,2,1,1,0.772931,0.772919,0.000012,0.000031,1.000000,0.999969,True,151932,75637,76281,0,71,456.2523
1643,1,1,1,1,1,0.930636,0.930634,0.000010,0.000000,1.000000,1.000000,True,153430,76502,76914,0,71,460.7508
1644,2,2,2,1,1,0.698798,0.698486,0.000069,0.000031,1.000000,0.999969,True,153709,77031,76664,0,71,461.5886
1645,9,9,9,1,1,0.955752,0.955811,0.000018,0.000063,1.000000,0.999939,True,153615,77125,76476,0,71,461.3063
1646,1,1,1,1,1,0.862545,0.862488,0.000021,0.000031,1.000000,0.999969,True,155505,77742,77749,0,71,466.9820
1647,9,9,9,1,1,0.910948,0.910980,0.000010,0.000000,1.000000,1.000000,True,153714,76979,76721,0,71,461.6036
1648,9,9,9,1,1,0.850834,0.850677,0.000029,0.000031,1.000000,0.999969,True,154053,77220,76819,0,71,462.6216
1649,4,4,4,1,1,0.873337,0.873199,0.000040,0.000000,1.000000,1.000000,True,164797,76378,88405,0,71,494.8859
1650,0,0,0,1,1,0.976843,0.977020,0.000035,-0.000030,1.000000,1.000031,True,153790,77166,76610,0,71,461.8318
1651,8,8,8,1,1,0.981420,0.981537,0.000023,-0.000029,1.000000,1.000031,True,154448,77478,76956,0,71,463.8078
1652,4,4,4,1,1,0.848050,0.847931,0.000031,0.000000,1.000000,1.000000,True,154230,77135,77081,0,71,463.1532
1653,5,5,5,1,1,0.988316,0.988464,0.000028,0.000297,1.000000,1.000031,True,153964,76991,76959,0,71,462.3544
1654,2,2,2,1,1,0.778416,0.778168,0.000057,0.000062,1.000000,0.999939,True,153500,77104,76382,0,71,460.9610
1655,9,9,9,1,1,0.930875,0.930817,0.000019,0.000031,1.000000,0.999969,True,156194,77343,78837,0,71,469.0511
1656,2,2,2,1,1,0.967290,0.967377,0.000019,-0.000026,1.000000,1.000031,True,167888,90310,77564,0,71,504.1682
1657,1,1,1,1,1,0.894060,0.894043,0.000016,-0.000030,1.000000,1.000031,True,156227,78107,78106,0,69,469.1502
1658,2,2,2,1,1,0.939530,0.939545,0.000018,0.000031,1.000000,0.999969,True,168368,77049,91305,0,71,505.6096
1659,1,1,1,1,1,0.851139,0.851074,0.000020,0.000061,1.000000,0.999939,True,153477,77057,76406,0,71,460.8919
1660,7,7,7,1,1,0.672532,0.670593,0.000241,0.002414,1.000000,0.997589,True,154573,78036,76523,0,71,464.1832
1661,3,3,3,1,1,0.968124,0.968201,0.000019,0.000275,1.000000,1.000000,True,153870,77664,76192,0,71,462.0721
1662,6,6,6,1,1,0.990104,0.990234,0.000024,0.000469,1.000000,1.000061,True,152771,76285,76472,0,71,458.7718
1663,8,8,8,1,1,0.971554,0.971619,0.000019,0.000001,1.000000,1.000000,True,155308,78802,76492,0,71,466.3904
1664,8,8,8,1,1,0.951983,0.952087,0.000027,0.000002,1.000000,1.000000,True,154858,77143,77701,0,71,465.0390
1665,4,4,4,1,1,0.895864,0.895905,0.000017,0.000001,1.000000,1.000000,True,153205,77165,76026,0,71,460.0751
1666,9,9,9,1,1,0.930670,0.930603,0.000021,0.000031,1.000000,0.999969,True,153769,77351,76404,0,71,461.7688
1667,1,1,1,1,1,0.964410,0.964478,0.000018,0.000001,1.000000,1.000000,True,154368,77632,76722,0,71,463.5676
1668,9,9,9,1,1,0.964189,0.964294,0.000020,-0.000027,1.000000,1.000031,True,169529,76712,92803,0,71,509.0961
1669,8,8,8,1,1,0.741259,0.740997,0.000066,0.000001,1.000000,1.000000,True,154253,77342,76897,0,71,463.2222
1670,5,5,5,1,1,0.980055,0.980194,0.000023,-0.000059,1.000000,1.000061,True,153114,76232,76868,0,71,459.8018
1671,7,7,7,1,1,0.766367,0.766144,0.000053,-0.000030,1.000000,1.000031,True,152747,76287,76446,0,71,458.6997
1672,5,5,5,1,1,0.994441,0.994598,0.000025,0.000429,1.000000,1.000061,True,153965,76795,77156,0,71,462.3574
1673,1,1,1,1,1,0.918516,0.918579,0.000017,-0.000030,1.000000,1.000031,True,156619,78021,78584,0,71,470.3273
1674,1,1,1,1,1,0.922209,0.922180,0.000013,-0.000030,1.000000,1.000031,True,153392,76973,76405,0,71,460.6366
1675,8,8,8,1,1,0.990729,0.990875,0.000023,-0.000089,1.000000,1.000092,True,153667,76642,77011,0,71,461.4625
1676,6,6,6,1,1,0.751360,0.751160,0.000048,0.000031,1.000000,0.999969,True,168101,91277,76810,0,71,504.8078
1677,5,5,5,1,1,0.991571,0.991730,0.000029,0.000086,1.000000,1.000031,True,152986,76784,76188,0,71,459.4174
1678,2,2,2,1,1,0.425143,0.422821,0.000464,0.004650,1.000000,0.995361,True,153987,76987,76986,0,71,462.4234
1679,4,4,4,1,1,0.955672,0.955719,0.000019,0.000042,1.000000,0.999969,True,154137,77748,76375,0,71,462.8739
1680,4,4,4,1,1,0.892520,0.892578,0.000021,-0.000030,1.000000,1.000031,True,153308,76807,76487,0,71,460.3844
1681,3,3,3,1,1,0.430686,0.429138,0.000314,0.003149,1.000000,0.996857,True,154633,78183,76436,0,71,464.3634
1682,2,2,2,1,1,0.746529,0.746307,0.000048,0.000031,1.000000,0.999969,True,154293,77006,77273,0,71,463.3423
1683,3,3,3,1,1,0.992660,0.992828,0.000028,0.000203,1.000000,1.000061,True,153742,77256,76472,0,71,461.6877
1684,5,5,5,1,1,0.984239,0.984314,0.000019,0.000033,1.000000,0.999969,True,153837,76631,77192,0,71,461.9730
1685,6,6,6,1,1,0.994440,0.994598,0.000030,0.000405,1.000000,1.000031,True,170528,90324,80190,0,71,512.0961
1686,8,8,8,1,1,0.687434,0.687134,0.000063,0.000000,1.000000,1.000000,True,154529,77821,76694,0,71,464.0511
1687,8,8,8,1,1,0.786677,0.786591,0.000023,0.000000,1.000000,1.000000,True,153440,76842,76584,0,71,460.7808
1688,6,6,6,1,1,0.894402,0.894409,0.000014,0.000063,1.000000,0.999939,True,155708,78059,77635,0,71,467.5916
1689,2,2,2,1,1,0.418988,0.417206,0.000308,0.003088,0.999999,0.996918,True,154302,77781,76507,0,71,463.3694
1690,3,3,3,1,1,0.835015,0.834839,0.000049,0.000031,1.000000,0.999969,True,153869,77515,76340,0,71,462.0691
1691,1,1,1,1,1,0.910468,0.910431,0.000022,0.000031,1.000000,0.999969,True,154781,77265,77502,0,71,464.8078
1692,0,0,0,1,1,0.986056,0.986176,0.000025,0.000001,1.000000,1.000000,True,152266,76170,76082,0,71,457.2553
1693,5,5,5,1,1,0.994272,0.994415,0.000024,0.000307,1.000000,1.000061,True,153188,76845,76329,0,71,460.0240
1694,8,8,8,1,1,0.820522,0.820465,0.000016,0.000000,1.000000,1.000000,True,168464,77036,91414,0,68,505.8979
1695,9,9,9,1,1,0.564688,0.563080,0.000204,0.002047,1.000000,0.997955,True,169573,78400,91159,0,71,509.2282
1696,2,2,2,1,1,0.894384,0.894287,0.000032,0.000001,1.000000,1.000000,True,153813,76584,77215,0,71,461.9009
1697,9,9,9,1,1,0.946745,0.946777,0.000021,0.000002,1.000000,1.000000,True,154020,77084,76922,0,71,462.5225
1698,6,6,6,1,1,0.965906,0.966003,0.000020,-0.000030,1.000000,1.000031,True,153725,77106,76605,0,71,461.6366
1699,7,7,7,1,1,0.975865,0.975952,0.000022,0.000201,1.000000,0.999969,True,155097,78233,76850,0,71,465.7568
1700,0,0,0,1,1,0.970934,0.971039,0.000025,0.000001,1.000000,1.000000,True,156393,77236,79143,0,71,469.6486
1701,4,4,4,1,1,0.603653,0.601929,0.000220,0.002200,1.000000,0.997803,True,153042,76332,76696,0,71,459.5856
1702,8,8,8,1,1,0.920383,0.920380,0.000020,-0.000030,1.000000,1.000031,True,155173,78146,77013,0,71,465.9850
1703,7,7,7,1,1,0.588025,0.586395,0.000220,0.002200,1.000000,0.997803,True,153093,76742,76337,0,71,459.7387
1704,1,1,1,1,1,0.895479,0.895386,0.000033,0.000001,1.000000,1.000000,True,152989,76414,76561,0,71,459.4264
1705,7,7,7,1,1,0.888591,0.888580,0.000010,0.000031,1.000000,0.999969,True,153077,75819,77244,0,69,459.6907
1706,4,4,4,1,1,0.927138,0.927216,0.000021,0.000004,1.000000,1.000000,True,152914,76309,76591,0,71,459.2012
1707,1,1,1,1,1,0.910771,0.910736,0.000023,0.000031,1.000000,0.999969,True,154193,77710,76469,0,71,463.0420
1708,0,0,0,1,1,0.966336,0.966370,0.000015,-0.000030,1.000000,1.000031,True,153670,76920,76736,0,71,461.4715
1709,9,8,8,1,0,0.303744,0.302368,0.000336,0.003363,1.000000,0.996643,True,154259,76902,77343,0,71,463.2402
1710,7,7,7,1,1,0.888141,0.888062,0.000023,0.000061,1.000000,0.999939,True,152919,76316,76589,0,71,459.2162
1711,2,2,2,1,1,0.908844,0.908844,0.000015,-0.000026,1.000000,1.000031,True,154484,77311,77159,0,71,463.9159
1712,0,0,0,1,1,0.954473,0.954498,0.000016,0.000031,1.000000,0.999969,True,167237,88217,79006,0,71,502.2132
1713,0,0,0,1,1,0.934727,0.934753,0.000013,0.000000,1.000000,1.000000,True,153739,77325,76400,0,71,461.6787
1714,9,9,9,1,1,0.979302,0.979462,0.000031,0.000358,1.000000,1.000031,True,152726,76624,76088,0,71,458.6366
1715,1,1,1,1,1,0.921935,0.921997,0.000019,-0.000091,1.000000,1.000092,True,152445,75911,76520,0,71,457.7928
1716,7,7,7,1,1,0.470510,0.468781,0.000345,0.003455,1.000000,0.996552,True,152782,76777,75991,0,71,458.8048
1717,8,8,8,1,1,0.404193,0.402679,0.000299,0.002996,1.000000,0.997009,True,154005,76719,77272,0,71,462.4775
1718,7,7,7,1,1,0.851124,0.850922,0.000058,0.000063,1.000000,0.999939,True,155459,77359,78086,0,71,466.8438
1719,8,8,8,1,1,0.969437,0.969482,0.000018,0.000001,1.000000,1.000000,True,153287,76403,76870,0,71,460.3213
1720,4,4,4,1,1,0.797268,0.797180,0.000024,0.000000,1.000000,1.000000,True,154120,76459,77647,0,71,462.8228
1721,7,7,7,1,1,0.494520,0.492554,0.000360,0.003608,1.000000,0.996399,True,167433,77151,90268,0,71,502.8018
1722,2,2,2,1,1,0.749171,0.748871,0.000062,0.000062,1.000000,0.999939,True,153280,77026,76240,0,71,460.3003
1723,0,0,0,1,1,0.979375,0.979462,0.000018,-0.000060,1.000000,1.000061,True,154402,77920,76468,0,71,463.6697
1724,4,4,4,1,1,0.823311,0.823273,0.000025,0.000001,1.000000,1.000000,True,154397,76761,77622,0,71,463.6547
1725,6,6,6,1,1,0.593184,0.592957,0.000054,0.000000,1.000000,1.000000,True,152986,76393,76579,0,71,459.4174
1726,0,0,0,1,1,0.984363,0.984436,0.000018,0.000001,1.000000,1.000000,True,153338,76425,76899,0,71,460.4745
1727,3,3,3,1,1,0.951139,0.951202,0.000016,0.000001,1.000000,1.000000,True,155789,77767,78008,0,71,467.8348
1728,1,1,1,1,1,0.960279,0.960358,0.000022,0.000002,1.000000,1.000000,True,153685,76735,76936,0,71,461.5165
1729,1,1,1,1,1,0.860277,0.860168,0.000031,0.000031,1.000000,0.999969,True,153758,76414,77330,0,69,461.7357
1730,3,3,3,1,1,0.802463,0.802368,0.000031,0.000000,1.000000,1.000000,True,166136,76281,89841,0,71,498.9069
1731,3,3,3,1,1,0.990163,0.990295,0.000025,0.000477,1.000000,1.000031,True,153259,76650,76595,0,71,460.2372
1732,9,9,9,1,1,0.729195,0.728943,0.000059,0.000031,1.000000,0.999969,True,156038,79398,76626,0,71,468.5826
1733,6,6,6,1,1,0.979451,0.979614,0.000030,-0.000053,1.000000,1.000061,True,153274,77326,75934,0,71,460.2823
1734,7,7,7,1,1,0.971608,0.971680,0.000018,0.000004,1.000000,1.000000,True,152902,76497,76391,0,71,459.1652
1735,4,4,4,1,1,0.778696,0.778473,0.000048,0.000031,1.000000,0.999969,True,155342,77757,77571,0,71,466.4925
1736,1,1,1,1,1,0.946666,0.946777,0.000024,0.000001,1.000000,1.000000,True,156485,78221,78250,0,71,469.9249
1737,5,5,5,1,1,0.288794,0.287598,0.000323,0.003240,1.000000,0.996765,True,153688,77688,75986,0,71,461.5255
1738,3,3,3,1,1,0.978442,0.978546,0.000023,0.000004,1.000000,1.000000,True,154252,77557,76681,0,69,463.2192
1739,0,0,0,1,1,0.967307,0.967407,0.000024,0.000031,1.000000,0.999969,True,153101,76535,76552,0,71,459.7628
1740,8,8,8,1,1,0.942782,0.942810,0.000013,-0.000030,1.000000,1.000031,True,165028,77531,87483,0,71,495.5796
1741,7,7,7,1,1,0.849953,0.849823,0.000032,-0.000030,1.000000,1.000031,True,154211,77084,77113,0,71,463.0961
1742,3,3,3,1,1,0.984127,0.984192,0.000013,-0.000029,1.000000,1.000031,True,152827,76428,76385,0,71,458.9399
1743,9,9,9,1,1,0.952388,0.952515,0.000027,0.000006,1.000000,1.000000,True,153764,76829,76921,0,71,461.7538
1744,6,6,6,1,1,0.969533,0.969604,0.000022,0.000033,1.000000,0.999969,True,152957,76771,76172,0,71,459.3303
1745,9,9,9,1,1,0.966834,0.966949,0.000026,0.000033,1.000000,0.999969,True,154367,77295,77058,0,71,463.5646
1746,3,3,3,1,1,0.959724,0.959778,0.000013,-0.000091,1.000000,1.000092,True,152382,76005,76363,0,71,457.6036
1747,5,5,5,1,1,0.967804,0.967926,0.000027,0.000041,1.000000,0.999969,True,154274,76840,77420,0,71,463.2853
1748,0,0,0,1,1,0.795557,0.795380,0.000039,-0.000030,1.000000,1.000031,True,171717,91231,80472,0,69,515.6667
1749,2,2,2,1,1,0.783660,0.783386,0.000069,0.000035,1.000000,0.999969,True,154314,77321,76979,0,71,463.4054
1750,7,7,7,1,1,0.768899,0.768677,0.000047,0.000031,1.000000,0.999969,True,153540,76414,77112,0,71,461.0811
1751,4,4,4,1,1,0.577272,0.575531,0.000217,0.002170,1.000000,0.997833,True,153080,76730,76336,0,71,459.6997
1752,5,5,5,1,1,0.984030,0.984100,0.000015,0.000002,1.000000,1.000000,True,152580,76121,76445,0,71,458.1982
1753,1,1,1,1,1,0.943030,0.943054,0.000012,0.000000,1.000000,1.000000,True,154702,77535,77153,0,71,464.5706
1754,7,7,7,1,1,0.679638,0.679443,0.000043,0.000000,1.000000,1.000000,True,154920,77384,77522,0,71,465.2252
1755,5,5,5,1,1,0.924794,0.924805,0.000017,0.000000,1.000000,1.000000,True,152974,76369,76591,0,71,459.3814
1756,8,8,8,1,1,0.956457,0.956543,0.000022,0.000001,1.000000,1.000000,True,153844,77214,76616,0,71,461.9940
1757,0,0,0,1,1,0.949170,0.949249,0.000018,-0.000061,1.000000,1.000061,True,168187,88538,79635,0,71,505.0661
1758,8,8,8,1,1,0.899718,0.899689,0.000022,0.000031,1.000000,0.999969,True,152338,75970,76354,0,71,457.4715
1759,8,8,8,1,1,0.948805,0.948914,0.000022,-0.000060,1.000000,1.000061,True,154232,77405,76813,0,71,463.1592
1760,1,1,1,1,1,0.968000,0.968048,0.000013,0.000001,1.000000,1.000000,True,153776,75817,77945,0,71,461.7898
1761,5,5,5,1,1,0.826384,0.826324,0.000033,-0.000030,1.000000,1.000031,True,154535,77567,76954,0,71,464.0691
1762,0,0,0,1,1,0.900715,0.900696,0.000015,0.000000,1.000000,1.000000,True,153801,77321,76466,0,71,461.8649
1763,3,3,3,1,1,0.884875,0.884827,0.000029,0.000001,1.000000,1.000000,True,155347,77767,77566,0,71,466.5075
1764,0,0,0,1,1,0.957731,0.957825,0.000024,0.000001,1.000000,1.000000,True,152678,76683,75981,0,71,458.4925
1765,3,3,3,1,1,0.962699,0.962769,0.000022,0.000002,1.000000,1.000000,True,155193,78327,76852,0,71,466.0450
1766,1,1,1,1,1,0.711789,0.711670,0.000037,0.000000,1.000000,1.000000,True,168181,76579,91588,0,71,505.0480
1767,4,4,4,1,1,0.936687,0.936646,0.000023,0.000000,1.000000,1.000000,True,153925,77324,76587,0,71,462.2372
1768,0,0,0,1,1,0.923953,0.923950,0.000014,0.000000,1.000000,1.000000,True,153357,76664,76679,0,71,460.5315
1769,3,3,3,1,1,0.894630,0.894623,0.000020,-0.000028,1.000000,1.000031,True,152162,75872,76276,0,71,456.9429
1770,7,7,7,1,1,0.832857,0.832794,0.000021,-0.000061,1.000000,1.000061,True,152741,76703,76024,0,71,458.6817
1771,2,2,2,1,1,0.933568,0.933563,0.000020,0.000003,1.000000,1.000000,True,156189,78576,77599,0,71,469.0360
1772,7,7,7,1,1,0.959732,0.959839,0.000026,0.000002,1.000000,1.000000,True,157007,77952,79041,0,71,471.4925
1773,1,1,1,1,1,0.681003,0.680817,0.000044,0.000031,1.000000,0.999969,True,153762,77108,76640,0,71,461.7477
1774,8,8,8,1,1,0.893984,0.893890,0.000037,-0.000029,1.000000,1.000031,True,168323,89873,78436,0,71,505.4745
1775,0,0,0,1,1,0.790888,0.790680,0.000043,0.000000,1.000000,1.000000,True,153044,76604,76426,0,71,459.5916
1776,7,7,7,1,1,0.874298,0.874176,0.000036,0.000001,1.000000,1.000000,True,152789,76196,76579,0,71,458.8258
