ID,Label,Name,SW_Pred,HW_Pred,HW_eq_SW,HW_eq_GT,SW_Conf,HW_Conf,Top5_HW,MAE,KL,Cos,HW_Sum,Valid,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,IP_us
951,45,lobster,67,67,1,0,0.202946,0.202820,67:0.202820;73:0.134735;93:0.043213;99:0.031311;2:0.024719,0.000014,0.001164,1.000000,0.998840,True,158936,80240,78682,0,71,477.2853
952,42,leopard,42,42,1,1,0.969728,0.940674,42:0.940674;88:0.018341;43:0.003082;97:0.002380;63:0.001862,0.000584,0.008986,0.999943,1.000336,True,157625,79198,78413,0,71,473.3483
953,51,mushroom,51,51,1,1,0.949819,0.951172,51:0.951172;92:0.002869;74:0.002563;33:0.002136;77:0.002075,0.000027,0.000315,1.000000,1.000183,True,157862,80332,77516,0,71,474.0601
954,10,bowl,61,61,1,0,0.289469,0.289307,61:0.289307;10:0.272583;22:0.095856;26:0.016266;32:0.015625,0.000014,0.000706,1.000000,0.999298,True,158555,80192,78349,0,71,476.1411
955,35,girl,35,35,1,1,0.165621,0.165405,35:0.165405;11:0.143311;2:0.141754;46:0.107239;98:0.078552,0.000020,0.001288,0.999999,0.998718,True,177013,80351,96648,0,71,531.5706
956,68,road,71,71,1,0,0.900576,0.901611,71:0.901611;60:0.019745;23:0.009430;12:0.007996;95:0.006897,0.000026,0.000241,1.000000,0.999817,True,158417,80323,78080,0,71,475.7267
957,13,bus,13,13,1,1,0.862992,0.863922,13:0.863922;81:0.057434;58:0.009399;90:0.004578;12:0.003204,0.000023,0.000024,1.000000,1.000000,True,158381,80608,77759,0,71,475.6186
958,55,otter,30,30,1,0,0.549182,0.549286,30:0.549286;95:0.142242;55:0.080994;72:0.027252;38:0.027130,0.000014,-0.000053,1.000000,1.000061,True,160907,81160,79733,0,71,483.2042
959,34,fox,34,34,1,1,0.701794,0.702271,34:0.702271;88:0.066406;43:0.041901;38:0.020050;80:0.015167,0.000018,0.000043,1.000000,0.999969,True,177029,98754,78261,0,71,531.6186
960,74,shrew,74,74,1,1,0.595627,0.595856,74:0.595856;50:0.246490;66:0.046509;4:0.014282;38:0.010162,0.000019,0.000081,1.000000,0.999939,True,158413,80082,78317,0,71,475.7147
961,47,maple_tree,47,47,1,1,0.441420,0.441315,47:0.441315;52:0.220673;96:0.175293;59:0.021667;56:0.004120,0.000020,0.000652,0.999999,0.999359,True,157643,80074,77555,0,71,473.4024
962,40,lamp,72,72,1,0,0.174185,0.173981,72:0.173981;55:0.162567;59:0.074341;40:0.060822;30:0.047791,0.000016,0.001135,1.000000,0.998871,True,159569,81295,78260,0,71,479.1862
963,51,mushroom,51,51,1,1,0.885468,0.886475,51:0.886475;77:0.023773;63:0.009827;53:0.003967;78:0.003571,0.000025,0.000079,1.000000,0.999969,True,158372,80226,78132,0,71,475.5916
964,6,bee,6,6,1,1,0.700434,0.700897,6:0.700897;82:0.048950;54:0.039185;56:0.015808;79:0.013763,0.000017,0.000040,1.000000,0.999969,True,159099,80339,78746,0,71,477.7748
965,3,bear,72,72,1,0,0.364777,0.364685,72:0.364685;3:0.209900;64:0.087067;55:0.048645;36:0.038330,0.000015,0.000744,1.000000,0.999268,True,156257,78741,77502,0,69,469.2402
966,76,skyscraper,76,76,1,1,0.774657,0.775299,76:0.775299;39:0.019867;49:0.017883;95:0.016693;30:0.008301,0.000020,0.000041,1.000000,0.999969,True,158048,80238,77796,0,71,474.6186
967,52,oak_tree,52,52,1,1,0.516255,0.516327,52:0.516327;47:0.236725;96:0.081024;59:0.029663;36:0.006317,0.000013,0.000067,1.000000,0.999939,True,158517,80719,77784,0,71,476.0270
968,53,orange,53,53,1,1,0.588502,0.588684,53:0.588684;62:0.147552;83:0.035309;0:0.022766;1:0.018799,0.000016,0.000191,1.000000,0.999817,True,159377,80654,78709,0,71,478.6096
969,34,fox,34,34,1,1,0.973858,0.916199,34:0.916199;97:0.020966;38:0.011230;43:0.005676;3:0.004852,0.001154,0.028984,0.999793,1.000061,True,159818,81814,77990,0,71,479.9339
970,60,plain,60,60,1,1,0.927697,0.928802,60:0.928802;17:0.007751;71:0.003601;33:0.003479;18:0.003021,0.000024,0.000009,1.000000,1.000031,True,158582,80641,77927,0,71,476.2222
971,63,porcupine,63,63,1,1,0.513870,0.513947,63:0.513947;4:0.231232;74:0.076996;66:0.016754;64:0.014526,0.000015,0.000044,1.000000,0.999969,True,159376,80591,78771,0,71,478.6066
972,28,cup,28,28,1,1,0.830178,0.831116,28:0.831116;10:0.071106;16:0.046600;22:0.002777;40:0.002655,0.000024,0.000247,1.000000,0.999817,True,156979,80031,76934,0,71,471.4084
973,24,cockroach,24,24,1,1,0.854637,0.855469,24:0.855469;45:0.037170;7:0.026855;6:0.017578;26:0.012146,0.000021,0.000006,1.000000,1.000031,True,158486,80808,77664,0,71,475.9339
974,36,hamster,36,36,1,1,0.519647,0.519531,36:0.519531;50:0.093323;65:0.079559;64:0.026855;87:0.025574,0.000015,0.000065,1.000000,0.999939,True,158659,80577,78068,0,71,476.4535
975,69,rocket,69,69,1,1,0.859780,0.860657,69:0.860657;76:0.007477;12:0.006958;71:0.005249;23:0.005066,0.000021,-0.000076,1.000000,1.000092,True,158100,80296,77790,0,71,474.7748
976,82,sunflower,82,82,1,1,0.592922,0.593018,82:0.593018;89:0.056396;6:0.024200;92:0.012604;17:0.012543,0.000012,0.000095,1.000000,0.999908,True,158923,79866,79043,0,71,477.2462
977,90,train,90,90,1,1,0.981659,0.928650,90:0.928650;81:0.024048;21:0.005829;18:0.003235;68:0.002869,0.001064,0.029632,0.999779,1.000366,True,158218,80549,77655,0,71,475.1291
978,70,rose,70,70,1,1,0.879963,0.881042,70:0.881042;62:0.025879;92:0.014191;54:0.006470;61:0.004028,0.000025,0.000132,1.000000,0.999908,True,172027,93276,78737,0,71,516.5976
979,75,skunk,71,71,1,0,0.196736,0.196594,71:0.196594;23:0.088684;60:0.075806;25:0.060028;58:0.041321,0.000016,0.001224,1.000000,0.998779,True,159241,80297,78930,0,71,478.2012
980,77,snail,77,77,1,1,0.661610,0.661957,77:0.661957;26:0.031036;51:0.023041;93:0.017578;79:0.016968,0.000015,0.000099,1.000000,0.999908,True,157893,79824,78055,0,71,474.1532
981,43,lion,43,43,1,1,0.948152,0.949341,43:0.949341;88:0.004761;6:0.003723;36:0.003571;42:0.003235,0.000024,-0.000183,1.000000,1.000244,True,157392,80009,77369,0,71,472.6486
982,43,lion,43,43,1,1,0.919163,0.920441,43:0.920441;42:0.008118;3:0.006409;88:0.003387;34:0.002930,0.000027,-0.000043,1.000000,1.000092,True,175402,97571,77817,0,71,526.7327
983,78,snake,78,78,1,1,0.256723,0.256561,78:0.256561;99:0.153381;44:0.069366;26:0.042603;45:0.032776,0.000012,0.000554,1.000000,0.999451,True,157445,80077,77354,0,71,472.8078
984,81,streetcar,81,81,1,1,0.350748,0.350616,81:0.350616;37:0.308716;17:0.035004;13:0.026611;12:0.025085,0.000017,0.000800,1.000000,0.999207,True,159019,80613,78392,0,71,477.5345
985,80,squirrel,38,38,1,0,0.392780,0.392578,38:0.392578;80:0.130066;97:0.079895;65:0.048798;27:0.038879,0.000017,0.000710,1.000000,0.999298,True,158086,80506,77566,0,71,474.7327
986,66,raccoon,66,66,1,1,0.834359,0.835175,66:0.835175;75:0.012604;3:0.012512;97:0.010529;19:0.010529,0.000021,0.000081,1.000000,0.999939,True,158142,80619,77509,0,71,474.9009
987,35,girl,2,2,1,0,0.359568,0.359314,2:0.359314;35:0.287781;11:0.181610;98:0.035278;46:0.018066,0.000021,0.000684,1.000000,0.999329,True,157536,79446,78076,0,71,473.0811
988,84,table,84,84,1,1,0.939166,0.906494,84:0.906494;5:0.023285;25:0.013489;45:0.013458;2:0.003632,0.000657,0.006919,0.999916,1.000336,True,157255,80074,77167,0,69,472.2372
989,21,chimpanzee,21,21,1,1,0.715815,0.716187,21:0.716187;41:0.015289;3:0.014282;64:0.014008;86:0.011078,0.000015,-0.000024,1.000000,1.000031,True,158914,80595,78305,0,71,477.2192
990,49,mountain,49,49,1,1,0.950985,0.936493,49:0.936493;23:0.018616;71:0.007324;60:0.002899;76:0.002808,0.000292,0.001810,0.999984,1.000183,True,158424,80702,77708,0,71,475.7477
991,96,willow_tree,33,33,1,0,0.422180,0.422211,33:0.422211;96:0.339996;59:0.050659;47:0.015350;85:0.013397,0.000016,0.000778,1.000000,0.999237,True,157635,80138,77483,0,71,473.3784
992,15,camel,15,15,1,1,0.851452,0.852264,15:0.852264;57:0.028625;72:0.020020;55:0.016449;85:0.010101,0.000023,0.000208,1.000000,0.999847,True,159961,80350,79597,0,71,480.3634
993,37,house,37,37,1,1,0.952428,0.940002,37:0.940002;17:0.010590;81:0.004669;51:0.004242;12:0.003235,0.000252,0.001264,0.999994,1.000305,True,157970,80424,77532,0,71,474.3844
994,2,baby,2,2,1,1,0.290863,0.290741,2:0.290741;35:0.284515;11:0.282196;98:0.024261;46:0.014832,0.000016,0.000716,1.000000,0.999298,True,178175,100189,77972,0,71,535.0601
995,89,tractor,48,48,1,0,0.543759,0.543762,48:0.543762;8:0.115875;89:0.056213;66:0.012817;58:0.012543,0.000010,0.000004,1.000000,1.000000,True,157327,79999,77314,0,71,472.4535
996,36,hamster,36,36,1,1,0.758028,0.758636,36:0.758636;50:0.055298;1:0.036163;65:0.017395;34:0.015778,0.000020,0.000109,1.000000,0.999908,True,158605,80927,77664,0,71,476.2913
997,9,bottle,9,9,1,1,0.597756,0.597870,9:0.597870;81:0.018158;57:0.016357;32:0.013336;69:0.011444,0.000012,0.000186,1.000000,0.999817,True,159107,80618,78475,0,71,477.7988
998,53,orange,53,53,1,1,0.827297,0.828094,53:0.828094;83:0.047577;57:0.032227;0:0.007599;62:0.003082,0.000023,0.000179,1.000000,0.999847,True,159389,81420,77955,0,71,478.6456
999,91,trout,91,91,1,1,0.907679,0.880707,91:0.880707;73:0.062683;1:0.008362;27:0.006561;30:0.003784,0.000541,0.004172,0.999828,1.000092,True,158387,80928,77445,0,71,475.6366
1000,65,rabbit,50,50,1,0,0.312562,0.312408,50:0.312408;64:0.183258;36:0.066010;65:0.059875;74:0.053314,0.000018,0.000957,1.000000,0.999054,True,157523,79587,77922,0,71,473.0420
1001,67,ray,23,23,1,0,0.916944,0.918335,23:0.918335;49:0.025208;67:0.005005;71:0.003937;33:0.003143,0.000030,-0.000060,1.000000,1.000122,True,176865,80300,96551,0,71,531.1261
1002,94,wardrobe,94,94,1,1,0.926990,0.928101,94:0.928101;5:0.004517;84:0.004059;87:0.003937;33:0.002167,0.000027,0.000231,1.000000,0.999817,True,157141,79076,78051,0,71,471.8949
1003,40,lamp,40,40,1,1,0.180187,0.179993,40:0.179993;79:0.098663;28:0.048798;65:0.039490;72:0.038239,0.000015,0.001194,1.000000,0.998810,True,157645,79867,77764,0,71,473.4084
1004,72,seal,55,55,1,0,0.485954,0.485962,55:0.485962;4:0.162750;72:0.159241;3:0.063416;21:0.020538,0.000019,0.000744,1.000000,0.999298,True,157945,79869,78062,0,71,474.3093
1005,90,train,90,90,1,1,0.381844,0.381836,90:0.381836;81:0.292847;13:0.036804;12:0.015961;24:0.007172,0.000012,0.000707,1.000000,0.999298,True,161788,82076,79698,0,71,485.8498
1006,86,telephone,86,86,1,1,0.932423,0.933777,86:0.933777;39:0.010681;16:0.004486;41:0.004150;22:0.003662,0.000029,-0.000001,1.000000,1.000061,True,158263,79850,78399,0,71,475.2643
1007,85,tank,93,93,1,0,0.180197,0.180054,93:0.180054;67:0.079254;73:0.066467;44:0.060303;91:0.049744,0.000015,0.001103,1.000000,0.998901,True,176043,79920,96109,0,71,528.6577
1008,30,dolphin,95,95,1,0,0.506564,0.506439,95:0.506439;30:0.277649;55:0.025116;72:0.016418;71:0.014618,0.000016,0.000037,1.000000,0.999969,True,157836,79984,77838,0,71,473.9820
1009,92,tulip,92,92,1,1,0.359808,0.359558,92:0.359558;62:0.279510;14:0.063721;83:0.048340;70:0.032837,0.000021,0.000745,0.999999,0.999268,True,157473,79789,77670,0,71,472.8919
1010,25,couch,25,25,1,1,0.924606,0.912567,25:0.912567;5:0.036377;20:0.005219;58:0.004395;92:0.004242,0.000244,0.000780,0.999978,1.000244,True,156867,79032,77821,0,71,471.0721
1011,60,plain,90,90,1,0,0.236117,0.235840,90:0.235840;68:0.211060;12:0.104095;60:0.097565;71:0.038330,0.000021,0.001045,0.999999,0.998962,True,157725,79837,77874,0,71,473.6486
1012,2,baby,2,2,1,1,0.287857,0.287628,2:0.287628;11:0.240570;35:0.220001;46:0.058533;98:0.048279,0.000018,0.000896,1.000000,0.999115,True,157737,79308,78415,0,71,473.6847
1013,29,dinosaur,29,29,1,1,0.781269,0.781921,29:0.781921;38:0.019867;93:0.012756;44:0.012177;55:0.007629,0.000019,0.000013,1.000000,1.000000,True,157179,79635,77530,0,71,472.0090
1014,0,apple,0,0,1,1,0.778936,0.779602,0:0.779602;57:0.041504;53:0.038605;83:0.013763;51:0.009521,0.000021,0.000138,1.000000,0.999878,True,157239,79500,77725,0,71,472.1892
1015,9,bottle,9,9,1,1,0.957030,0.954163,9:0.954163;8:0.004700;81:0.003937;16:0.002991;84:0.001587,0.000063,-0.000150,1.000000,1.000305,True,158857,80262,78581,0,71,477.0480
1016,37,house,37,37,1,1,0.668412,0.668701,37:0.668701;81:0.112274;17:0.044586;90:0.039368;12:0.016998,0.000018,0.000318,1.000000,0.999695,True,177895,79544,98337,0,69,534.2192
1017,1,aquarium_fish,64,64,1,0,0.187254,0.187073,64:0.187073;50:0.038055;1:0.037354;97:0.034515;91:0.034332,0.000015,0.001255,1.000000,0.998749,True,157692,79339,78339,0,71,473.5495
1018,50,mouse,50,50,1,1,0.722202,0.722595,50:0.722595;36:0.191223;74:0.026764;64:0.008545;80:0.004089,0.000020,-0.000127,1.000000,1.000183,True,173253,80780,92459,0,71,520.2793
1019,90,train,90,90,1,1,0.946850,0.935516,90:0.935516;18:0.010468;27:0.007477;81:0.006714;12:0.003235,0.000229,0.001702,0.999994,1.000153,True,157113,78851,78248,0,71,471.8108
1020,27,crocodile,27,27,1,1,0.169914,0.169708,27:0.169708;29:0.073120;38:0.047516;74:0.035187;55:0.032867,0.000017,0.001165,0.999999,0.998840,True,157512,79137,78361,0,71,473.0090
1021,52,oak_tree,52,52,1,1,0.712516,0.713013,52:0.713013;47:0.162567;96:0.037354;59:0.019226;60:0.002625,0.000021,-0.000134,1.000000,1.000153,True,158913,80699,78200,0,71,477.2162
1022,36,hamster,4,4,1,0,0.604073,0.604187,4:0.604187;74:0.061798;50:0.061462;55:0.039429;63:0.031219,0.000015,0.000077,1.000000,0.999939,True,157315,79262,78039,0,71,472.4174
1023,48,motorcycle,8,8,1,0,0.436220,0.436218,8:0.436218;48:0.332733;89:0.030029;85:0.007660;15:0.006653,0.000015,0.000710,1.000000,0.999298,True,157333,79399,77920,0,71,472.4715
1024,71,sea,71,71,1,1,0.888352,0.857758,71:0.857758;60:0.058777;23:0.054016;69:0.002472;49:0.001495,0.000611,0.004236,0.999734,0.999908,True,155709,79155,76540,0,71,467.5946
1025,12,bridge,12,12,1,1,0.947620,0.924042,12:0.924042;90:0.017426;81:0.013611;37:0.006500;85:0.002533,0.000473,0.004379,0.999962,1.000122,True,156485,79532,76939,0,71,469.9249
1026,97,wolf,97,97,1,1,0.945921,0.942413,97:0.942413;64:0.009186;34:0.008453;66:0.003021;88:0.002625,0.000076,-0.000195,0.999999,1.000366,True,157507,80534,76959,0,71,472.9940
1027,0,apple,0,0,1,1,0.911867,0.912964,0:0.912964;83:0.007965;53:0.004089;10:0.003174;57:0.002594,0.000024,0.000127,1.000000,0.999908,True,178599,79714,98871,0,71,536.3333
1028,3,bear,3,3,1,1,0.768669,0.769287,3:0.769287;21:0.053711;72:0.033630;55:0.019897;19:0.017395,0.000021,0.000036,1.000000,1.000000,True,156428,79416,76998,0,71,469.7538
1029,41,lawn_mower,41,41,1,1,0.943440,0.944763,41:0.944763;48:0.005402;86:0.002625;11:0.001862;7:0.001678,0.000026,-0.000146,1.000000,1.000183,True,157054,79499,77541,0,71,471.6336
1030,21,chimpanzee,21,21,1,1,0.867194,0.868073,21:0.868073;98:0.014893;35:0.009552;46:0.007568;3:0.007202,0.000023,0.000073,1.000000,0.999969,True,157919,80638,77267,0,71,474.2312
1031,16,can,86,86,1,0,0.495680,0.495636,86:0.495636;16:0.345764;28:0.020386;40:0.016602;10:0.012726,0.000019,0.000536,1.000000,0.999481,True,155539,79083,76442,0,71,467.0841
1032,51,mushroom,51,51,1,1,0.945681,0.929626,51:0.929626;77:0.012909;63:0.006165;92:0.004639;62:0.004639,0.000323,0.002042,0.999988,1.000183,True,156841,79530,77297,0,71,470.9940
1033,72,seal,66,66,1,0,0.489887,0.489868,66:0.489868;97:0.078552;3:0.049286;64:0.040771;72:0.030945,0.000017,0.000744,1.000000,0.999268,True,155559,79115,76430,0,71,467.1441
1034,13,bus,81,81,1,0,0.651347,0.651581,81:0.651581;13:0.084351;90:0.072479;37:0.011505;4:0.007538,0.000017,-0.000023,1.000000,1.000031,True,156599,80244,76341,0,71,470.2673
1035,63,porcupine,65,65,1,0,0.205452,0.205231,65:0.205231;77:0.121368;74:0.096924;80:0.077423;51:0.069489,0.000019,0.001258,1.000000,0.998749,True,156819,79932,76873,0,71,470.9279
1036,81,streetcar,81,81,1,1,0.705537,0.705872,81:0.705872;13:0.116608;90:0.036011;89:0.009491;37:0.007660,0.000017,0.000071,1.000000,0.999939,True,156419,79669,76736,0,71,469.7267
1037,73,shark,30,30,1,0,0.455966,0.455933,30:0.455933;73:0.322388;91:0.055908;95:0.040955;93:0.011200,0.000017,0.000662,1.000000,0.999359,True,156383,79410,76959,0,71,469.6186
1038,55,otter,55,55,1,1,0.553197,0.553345,55:0.553345;95:0.086823;72:0.080475;15:0.049286;4:0.031525,0.000015,0.000071,1.000000,0.999939,True,157569,80536,77019,0,71,473.1802
1039,30,dolphin,30,30,1,1,0.834370,0.835236,30:0.835236;95:0.056458;73:0.053619;72:0.004883;55:0.003204,0.000026,0.000027,1.000000,1.000031,True,156628,79429,77185,0,71,470.3544
1040,28,cup,16,16,1,0,0.139435,0.139313,16:0.139313;39:0.138184;86:0.123993;76:0.070770;59:0.036560,0.000015,0.001071,1.000000,0.998932,True,157882,80697,77171,0,71,474.1201
1041,10,bowl,61,61,1,0,0.572656,0.572845,61:0.572845;10:0.275757;22:0.026489;52:0.005676;53:0.005310,0.000014,-0.000018,1.000000,1.000031,True,174885,79828,95043,0,71,525.1802
1042,84,table,6,6,1,0,0.394467,0.394409,6:0.394409;82:0.179871;84:0.050232;62:0.031372;89:0.019470,0.000014,0.000708,1.000000,0.999298,True,155930,79153,76763,0,71,468.2583
1043,8,bicycle,8,8,1,1,0.724741,0.725311,8:0.725311;48:0.055237;84:0.007385;61:0.006256;49:0.005341,0.000017,-0.000148,1.000000,1.000153,True,157852,81187,76651,0,71,474.0300
1044,6,bee,6,6,1,1,0.965429,0.928619,6:0.928619;45:0.013153;54:0.009003;14:0.003540;88:0.003296,0.000738,0.012621,0.999944,1.000183,True,156740,79590,77136,0,71,470.6907
1045,9,bottle,9,9,1,1,0.915265,0.916351,9:0.916351;16:0.011719;81:0.008850;83:0.007141;18:0.002655,0.000026,0.000256,1.000000,0.999786,True,157533,80680,76839,0,71,473.0721
1046,93,turtle,26,26,1,0,0.337440,0.337433,93:0.337433;26:0.337433;45:0.047516;44:0.035248;78:0.027771,0.000013,0.000809,1.000000,0.999207,True,157794,80496,77284,0,68,473.8559
1047,2,baby,2,2,1,1,0.291603,0.291412,2:0.291412;11:0.289825;35:0.128967;46:0.036224;98:0.012970,0.000017,0.000830,1.000000,0.999176,True,161804,79663,82127,0,71,485.8979
1048,78,snake,78,78,1,1,0.881870,0.882935,78:0.882935;99:0.020203;63:0.009766;80:0.008270;77:0.005402,0.000026,0.000152,1.000000,0.999908,True,198384,120270,78100,0,71,595.7477
1049,26,crab,26,26,1,1,0.421049,0.420898,26:0.420898;45:0.205933;93:0.082916;29:0.042236;44:0.019104,0.000016,0.000771,1.000000,0.999237,True,163245,80750,82481,0,71,490.2252
1050,16,can,16,16,1,1,0.865364,0.866333,16:0.866333;9:0.018707;28:0.015137;86:0.012543;94:0.006836,0.000024,0.000101,1.000000,0.999939,True,158018,80049,77955,0,71,474.5285
1051,17,castle,17,17,1,1,0.519428,0.519379,17:0.519379;76:0.115265;12:0.059540;37:0.043701;89:0.017883,0.000013,-0.000240,1.000000,1.000244,True,156741,80025,76702,0,71,470.6937
1052,39,keyboard,39,39,1,1,0.731100,0.731506,39:0.731506;18:0.030304;77:0.013885;76:0.012939;86:0.011841,0.000015,0.000069,1.000000,0.999939,True,156358,79294,77050,0,69,469.5435
1053,67,ray,67,67,1,1,0.497689,0.497681,67:0.497681;93:0.168030;32:0.049011;73:0.047821;72:0.043396,0.000017,0.000622,1.000000,0.999390,True,157311,80385,76912,0,71,472.4054
1054,20,chair,20,20,1,1,0.950564,0.945129,20:0.945129;25:0.016113;84:0.002655;24:0.002319;19:0.001984,0.000114,0.000031,0.999997,1.000336,True,158593,81283,77296,0,71,476.2553
1055,3,bear,3,3,1,1,0.576455,0.576569,3:0.576569;72:0.077515;55:0.055267;4:0.028870;19:0.025055,0.000014,0.000101,1.000000,0.999908,True,173461,80397,93050,0,71,520.9039
1056,81,streetcar,81,81,1,1,0.924307,0.925507,81:0.925507;13:0.018005;90:0.017639;37:0.005737;87:0.001923,0.000026,0.000437,1.000000,1.000031,True,156576,79953,76609,0,71,470.1982
1057,26,crab,26,26,1,1,0.961515,0.925079,26:0.925079;93:0.017517;44:0.005737;78:0.004791;45:0.004211,0.000731,0.011762,0.999933,1.000183,True,156321,79007,77300,0,69,469.4324
1058,96,willow_tree,52,52,1,0,0.394131,0.393951,52:0.393951;96:0.159027;59:0.129791;49:0.044525;47:0.037262,0.000017,0.000740,1.000000,0.999268,True,156142,79143,76985,0,71,468.8949
1059,45,lobster,45,45,1,1,0.596909,0.597198,45:0.597198;26:0.161041;24:0.035461;78:0.026459;84:0.012451,0.000015,0.000317,1.000000,0.999695,True,157189,79909,77266,0,71,472.0390
1060,15,camel,19,19,1,0,0.598554,0.598663,19:0.598663;31:0.139496;15:0.133575;3:0.010681;38:0.007477,0.000016,0.000042,1.000000,0.999969,True,157424,80158,77252,0,71,472.7447
1061,29,dinosaur,31,31,1,0,0.103062,0.102966,31:0.102966;4:0.097260;63:0.088715;33:0.069702;3:0.052887,0.000017,0.001409,0.999999,0.998596,True,155707,79575,76118,0,71,467.5886
1062,57,pear,57,57,1,1,0.966481,0.924835,57:0.924835;0:0.025513;72:0.006409;15:0.002960;53:0.002899,0.000834,0.015669,0.999852,1.000122,True,156249,78867,77368,0,71,469.2162
1063,60,plain,60,60,1,1,0.725275,0.725769,60:0.725769;71:0.147278;23:0.022797;68:0.007019;33:0.005249,0.000020,-0.000108,1.000000,1.000122,True,156935,79916,77005,0,69,471.2763
1064,49,mountain,49,49,1,1,0.860575,0.861603,49:0.861603;60:0.019287;33:0.009796;71:0.008789;23:0.007965,0.000023,-0.000068,1.000000,1.000092,True,175629,79736,95879,0,71,527.4144
1065,36,hamster,36,36,1,1,0.875197,0.876068,36:0.876068;50:0.034363;65:0.017700;2:0.004578;10:0.003967,0.000022,-0.000179,1.000000,1.000214,True,156831,79534,77283,0,71,470.9640
1066,23,cloud,23,23,1,1,0.920247,0.921356,23:0.921356;69:0.008301;49:0.006805;71:0.005341;67:0.004364,0.000023,-0.000113,1.000000,1.000153,True,158396,80619,77763,0,71,475.6637
1067,63,porcupine,4,4,1,0,0.487098,0.487061,4:0.487061;42:0.096466;63:0.070068;55:0.032928;74:0.026367,0.000016,0.000774,1.000000,0.999237,True,158540,80909,77617,0,71,476.0961
1068,72,seal,27,27,1,0,0.513356,0.513336,27:0.513336;72:0.126251;55:0.124908;4:0.048004;95:0.015442,0.000014,-0.000079,1.000000,1.000092,True,156206,79418,76774,0,71,469.0871
1069,19,cattle,15,15,1,0,0.896326,0.878937,15:0.878937;19:0.075806;31:0.006317;17:0.003876;29:0.003540,0.000350,0.001531,0.999893,1.000031,True,154024,76896,77114,0,71,462.5345
1070,41,lawn_mower,41,41,1,1,0.623083,0.623199,41:0.623199;48:0.175964;89:0.012604;86:0.010681;58:0.006348,0.000015,0.000100,1.000000,0.999908,True,174446,95830,78602,0,71,523.8619
1071,55,otter,80,80,1,0,0.316052,0.315887,80:0.315887;55:0.089203;77:0.085419;65:0.062561;4:0.051331,0.000016,0.000925,1.000000,0.999084,True,157327,80046,77267,0,71,472.4535
1072,26,crab,6,6,1,0,0.130450,0.130280,6:0.130280;77:0.126465;26:0.072388;14:0.067291;79:0.040985,0.000014,0.001133,1.000000,0.998871,True,156814,79695,77105,0,71,470.9129
1073,25,couch,20,20,1,0,0.857733,0.858612,20:0.858612;84:0.016510;25:0.013245;24:0.008850;5:0.004547,0.000022,0.000082,1.000000,0.999939,True,157025,80222,76789,0,71,471.5465
1074,49,mountain,49,49,1,1,0.945080,0.925659,49:0.925659;27:0.017853;37:0.005096;23:0.003357;91:0.003235,0.000392,0.003102,0.999980,1.000305,True,156732,79149,77569,0,71,470.6667
1075,28,cup,28,28,1,1,0.958074,0.914734,28:0.914734;40:0.035492;10:0.011230;16:0.002777;23:0.002380,0.000867,0.014780,0.999754,1.000031,True,155454,78788,76652,0,71,466.8288
1076,20,chair,20,20,1,1,0.881864,0.882996,20:0.882996;84:0.008667;25:0.008423;86:0.007599;5:0.005890,0.000025,0.000026,1.000000,1.000000,True,156648,79327,77307,0,71,470.4144
1077,33,forest,33,33,1,1,0.641210,0.641418,33:0.641418;96:0.090546;68:0.038696;59:0.033508;37:0.018158,0.000013,-0.000145,1.000000,1.000153,True,156846,79067,77765,0,71,471.0090
1078,7,beetle,7,7,1,1,0.920538,0.921661,7:0.921661;24:0.033051;79:0.008240;83:0.004089;9:0.001709,0.000025,-0.000170,1.000000,1.000244,True,158610,81195,77401,0,71,476.3063
1079,45,lobster,56,56,1,0,0.164592,0.164398,56:0.164398;79:0.141663;45:0.109833;24:0.038605;26:0.038605,0.000017,0.001287,0.999999,0.998718,True,156668,79782,76872,0,71,470.4745
1080,7,beetle,7,7,1,1,0.793101,0.793945,7:0.793945;24:0.021667;44:0.021210;78:0.014893;74:0.013947,0.000023,0.000023,1.000000,1.000000,True,157373,80483,76876,0,71,472.5916
1081,89,tractor,89,89,1,1,0.978048,0.926880,89:0.926880;41:0.018982;58:0.012573;48:0.003265;78:0.002960,0.001025,0.026449,0.999829,1.000092,True,174617,79455,95148,0,71,524.3754
1082,1,aquarium_fish,1,1,1,1,0.958369,0.952606,1:0.952606;29:0.004150;93:0.003418;91:0.003143;34:0.001801,0.000118,0.000230,0.999999,1.000214,True,157363,80865,76484,0,71,472.5616
1083,90,train,90,90,1,1,0.990352,0.911743,90:0.911743;81:0.039856;68:0.005646;21:0.003662;89:0.002533,0.001573,0.060575,0.999184,1.000122,True,177263,79554,97695,0,71,532.3213
1084,42,leopard,42,42,1,1,0.519472,0.519470,42:0.519470;88:0.065643;4:0.039337;78:0.036377;33:0.032654,0.000012,-0.000055,1.000000,1.000061,True,156797,79797,76986,0,71,470.8619
1085,15,camel,15,15,1,1,0.583806,0.584015,15:0.584015;65:0.054474;55:0.037689;38:0.035400;72:0.032745,0.000013,0.000067,1.000000,0.999939,True,156622,80063,76545,0,71,470.3363
1086,23,cloud,23,23,1,1,0.926695,0.927704,23:0.927704;49:0.009979;92:0.003235;76:0.002777;69:0.002747,0.000022,0.000049,1.000000,1.000000,True,157190,79524,77652,0,71,472.0420
