ID,Label,Label_Name,SW_Pred,SW_Name,HW_Pred,HW_Name,HW_eq_SW,HW_eq_GT,Scale,MAE,KL,Cos,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,Saturated
1676,148,killer whale,148,killer whale,148,killer whale,1,1,0.3387,0.001300,1.056229,0.987010,151687,73361,78312,16,312,0
1677,810,space bar,810,space bar,810,space bar,1,1,0.3455,0.000950,0.675929,0.976551,128606,52408,76184,32,328,0
1678,709,pencil box,709,pencil box,709,pencil box,1,1,0.5453,0.000987,0.735555,0.905967,129833,53366,76453,64,360,0
1679,147,grey whale,147,grey whale,147,grey whale,1,1,0.4106,0.001327,1.079706,0.982396,136102,59512,76576,16,312,0
1680,336,marmot,336,marmot,336,marmot,1,1,0.3766,0.001269,0.998925,0.971596,134453,57221,77218,16,312,0
1681,379,howler monkey,379,howler monkey,379,howler monkey,1,1,0.3807,0.001319,1.071044,0.976766,127519,51488,76017,32,328,0
1682,839,suspension bridge,839,suspension bridge,839,suspension bridge,1,1,0.4005,0.001254,1.003617,0.929447,134977,58796,76167,48,344,0
1683,129,spoonbill,129,spoonbill,129,spoonbill,1,1,0.2541,0.001196,0.920163,0.992703,134489,57696,76779,16,312,0
1684,955,jackfruit,955,jackfruit,955,jackfruit,1,1,0.3104,0.001154,0.874705,0.997305,147215,64364,82837,16,312,0
1685,699,panpipe,699,panpipe,699,panpipe,1,1,0.2759,0.001133,0.850413,0.997249,135691,58478,77199,32,328,0
1686,745,projector,745,projector,745,projector,1,1,0.2601,0.001269,1.022127,0.987912,134999,57895,77090,32,328,0
1687,370,guenon,370,guenon,370,guenon,1,1,0.3820,0.001313,1.117803,0.887231,131738,55216,76508,16,312,0
1688,509,confectionery,509,confectionery,509,confectionery,1,1,0.4139,0.001130,0.834318,0.951852,133332,56728,76590,16,312,0
1689,509,confectionery,509,confectionery,509,confectionery,1,1,0.3360,0.001347,1.124339,0.978307,134910,58181,76715,16,312,0
1690,689,overskirt,735,poncho,735,poncho,1,0,0.5389,0.001044,0.741987,0.933695,134605,57829,76762,32,328,0
1691,916,web site,916,web site,916,web site,1,1,0.6032,0.000821,0.477014,0.972618,132467,56004,76449,80,393,0
1692,497,church,716,picket fence,716,picket fence,1,0,0.6867,0.000725,0.387077,0.964581,138058,60497,77547,48,344,0
1693,692,packet,692,packet,692,packet,1,1,0.4783,0.001179,0.903871,0.922444,144010,66038,77958,32,328,0
1694,414,backpack,459,brassiere,459,brassiere,1,0,0.7597,0.000342,0.108721,0.986301,131720,54697,77009,16,320,0
1695,286,cougar,286,cougar,286,cougar,1,1,0.4925,0.001306,1.039733,0.962239,138600,57263,81323,32,328,0
1696,756,rain barrel,756,rain barrel,756,rain barrel,1,1,0.5201,0.000929,0.595509,0.954200,140944,59190,81740,48,344,0
1697,842,swimming trunks,774,sandal,774,sandal,1,0,0.6827,0.000477,0.182032,0.974577,131641,55446,76181,32,328,0
1698,595,harvester,595,harvester,595,harvester,1,1,0.4316,0.000923,0.622726,0.956893,127068,50735,76319,48,344,0
1699,491,chain saw,491,chain saw,491,chain saw,1,1,0.5149,0.001174,0.943254,0.920790,134789,58161,76614,16,312,0
1700,739,potter's wheel,739,potter's wheel,739,potter's wheel,1,1,0.3782,0.001305,1.068282,0.990999,136487,59444,77029,48,344,0
1701,407,ambulance,407,ambulance,407,ambulance,1,1,0.2424,0.001145,0.860655,0.987062,147385,68518,78853,32,328,0
1702,368,gibbon,368,gibbon,368,gibbon,1,1,0.5840,0.000675,0.337174,0.956735,129904,52904,76986,32,328,0
1703,676,muzzle,676,muzzle,676,muzzle,1,1,0.6477,0.000707,0.345930,0.979520,136453,59066,77373,48,344,0
1704,574,golf ball,574,golf ball,574,golf ball,1,1,0.3671,0.001311,1.062449,0.953131,130780,54720,76046,64,360,0
1705,984,rapeseed,984,rapeseed,984,rapeseed,1,1,0.6629,0.000804,0.440546,0.964284,127340,50934,76392,80,376,0
1706,714,pick,714,pick,714,pick,1,1,0.4740,0.001331,1.082520,0.979756,139434,61712,77708,64,360,0
1707,448,birdhouse,448,birdhouse,448,birdhouse,1,1,0.3514,0.001261,0.995578,0.977921,135765,58915,76836,16,312,0
1708,898,water bottle,412,ashcan,412,ashcan,1,0,0.7165,0.000536,0.215568,0.969303,137057,59746,77297,48,344,0
1709,807,solar dish,428,barrow,428,barrow,1,0,0.7371,0.000484,0.172931,0.981986,143608,65446,78148,32,328,0
1710,299,meerkat,299,meerkat,299,meerkat,1,1,0.3326,0.001217,0.932514,0.970578,138792,61930,76848,32,328,0
1711,245,French bulldog,245,French bulldog,245,French bulldog,1,1,0.3453,0.001260,0.991190,0.977620,135529,58485,77030,16,312,0
1712,593,harmonica,593,harmonica,593,harmonica,1,1,0.4183,0.001174,0.895570,0.928551,127240,50802,76424,48,344,0
1713,944,artichoke,944,artichoke,944,artichoke,1,1,0.2470,0.001179,0.907214,0.990615,134827,58016,76797,16,312,0
1714,624,library,624,library,624,library,1,1,0.2842,0.001283,1.036437,0.983691,132073,55175,76884,48,344,0
1715,314,cockroach,314,cockroach,314,cockroach,1,1,0.5088,0.001073,0.794651,0.939343,136913,55628,81271,16,312,0
1716,33,loggerhead,33,loggerhead,33,loggerhead,1,1,0.5912,0.000968,0.637919,0.941538,126221,50188,76019,0,296,0
1717,482,cassette player,481,cassette,481,cassette,1,0,0.4854,0.000932,0.576588,0.936608,133926,56925,76987,32,328,0
1718,535,disk brake,535,disk brake,535,disk brake,1,1,0.3955,0.001332,1.102082,0.988966,152805,72752,80039,48,344,0
1719,600,hook,792,shovel,792,shovel,1,0,0.7106,0.000526,0.204313,0.972929,131744,55085,76645,64,360,0
1720,487,cellular telephone,846,table lamp,846,table lamp,1,0,0.4593,0.001152,0.841240,0.979003,134882,57736,77132,48,344,0
1721,487,cellular telephone,487,cellular telephone,487,cellular telephone,1,1,0.5159,0.000934,0.654789,0.923603,131063,54394,76655,32,340,0
1722,397,puffer,397,puffer,397,puffer,1,1,0.2945,0.001154,0.871890,0.996937,140821,63514,77293,16,312,0
1723,565,freight car,565,freight car,565,freight car,1,1,0.4393,0.001312,1.054345,0.983715,129619,53072,76533,32,328,0
1724,859,toaster,859,toaster,859,toaster,1,1,0.3341,0.001363,1.157079,0.981859,134704,57630,77060,80,376,0
1725,622,lens cap,745,projector,745,projector,1,0,0.5467,0.001104,0.787995,0.947423,141070,62833,78223,64,360,0
1726,765,rocking chair,765,rocking chair,765,rocking chair,1,1,0.4072,0.001342,1.148398,0.939566,142046,64343,77689,64,360,0
1727,135,limpkin,135,limpkin,135,limpkin,1,1,0.3647,0.001305,1.055908,0.980637,133614,56999,76601,16,312,0
1728,962,meat loaf,962,meat loaf,962,meat loaf,1,1,0.2474,0.001280,1.039667,0.987213,134660,57291,77355,32,328,0
1729,432,bassoon,737,pop bottle,737,pop bottle,1,0,0.5992,0.000610,0.276246,0.967055,137882,56865,81003,32,328,0
1730,350,ibex,350,ibex,350,ibex,1,1,0.2464,0.001282,1.027510,0.957354,125385,49911,75460,32,328,0
1731,894,wardrobe,894,wardrobe,894,wardrobe,1,1,0.4966,0.000816,0.546450,0.862307,136751,59540,77197,80,376,0
1732,3,tiger shark,3,tiger shark,3,tiger shark,1,1,0.2765,0.001281,1.014554,0.949519,135183,58100,77069,0,296,0
1733,565,freight car,565,freight car,565,freight car,1,1,0.3469,0.001193,0.917911,0.994607,127072,51164,75894,32,328,0
1734,684,ocarina,439,bearskin,439,bearskin,1,0,0.5238,0.000992,0.614041,0.960935,129500,52800,76686,16,312,0
1735,514,cowboy boot,514,cowboy boot,514,cowboy boot,1,1,0.3325,0.001187,0.912377,0.994951,145155,66404,78737,32,328,0
1736,597,holster,597,holster,597,holster,1,1,0.4917,0.001319,1.053745,0.973638,133030,55721,77295,48,344,0
1737,709,pencil box,709,pencil box,709,pencil box,1,1,0.5048,0.001141,0.952901,0.894298,126741,50557,76170,48,344,0
1738,117,chambered nautilus,117,chambered nautilus,117,chambered nautilus,1,1,0.2616,0.001215,0.944630,0.990924,135121,57972,77135,0,296,0
1739,389,barracouta,389,barracouta,389,barracouta,1,1,0.3062,0.001210,0.932935,0.979465,133911,57188,76709,16,312,0
1740,236,Doberman,236,Doberman,236,Doberman,1,1,0.2993,0.001344,1.105294,0.931508,137382,58463,78905,16,312,0
1741,297,sloth bear,227,kelpie,227,kelpie,1,0,0.5711,0.000659,0.342210,0.908712,132054,54244,77796,16,312,0
1742,941,acorn squash,941,acorn squash,941,acorn squash,1,1,0.4914,0.000970,0.679089,0.887091,132320,56055,76251,64,360,0
1743,908,wing,895,warplane,895,warplane,1,0,0.3680,0.000959,0.694252,0.868066,154916,75264,79638,32,328,0
1744,189,Lakeland terrier,189,Lakeland terrier,189,Lakeland terrier,1,1,0.3717,0.001277,1.049510,0.916526,131055,54535,76506,16,312,0
1745,879,umbrella,879,umbrella,879,umbrella,1,1,0.3992,0.001266,1.013251,0.994655,136554,59617,76923,48,344,0
1746,161,basset,161,basset,161,basset,1,1,0.4642,0.001104,0.799667,0.950895,156719,79594,77111,16,312,0
1747,209,Chesapeake Bay retriever,209,Chesapeake Bay retriever,209,Chesapeake Bay retriever,1,1,0.4566,0.001395,1.186052,0.952861,127923,51719,76190,16,312,0
1748,116,chiton,116,chiton,116,chiton,1,1,0.3683,0.001427,1.253449,0.933690,131486,52833,78639,0,296,0
1749,307,weevil,307,weevil,307,weevil,1,1,0.3683,0.001325,1.085139,0.916170,131269,55215,76040,16,312,0
1750,561,forklift,561,forklift,561,forklift,1,1,0.4016,0.001201,0.923442,0.992422,133009,56361,76634,48,344,0
1751,370,guenon,370,guenon,370,guenon,1,1,0.3729,0.001229,0.994996,0.893109,166453,82571,83868,32,328,0
1752,420,banjo,420,banjo,420,banjo,1,1,0.5682,0.001187,0.876788,0.973991,161117,78191,82912,48,344,0
1753,986,yellow lady's slipper,986,yellow lady's slipper,986,yellow lady's slipper,1,1,0.4810,0.001314,1.053512,0.989068,156064,76709,79341,32,328,0
1754,61,boa constrictor,61,boa constrictor,61,boa constrictor,1,1,0.3179,0.001229,0.959078,0.931019,132551,55736,76801,0,296,0
1755,141,redshank,141,redshank,141,redshank,1,1,0.3646,0.001340,1.103001,0.967575,133561,56906,76641,16,312,0
1756,469,caldron,469,caldron,469,caldron,1,1,0.4322,0.001455,1.293524,0.963044,134043,56671,77358,16,312,0
1757,754,radio,754,radio,754,radio,1,1,0.4590,0.001075,0.856056,0.892846,133776,57693,76069,32,328,0
1758,651,microwave,851,television,851,television,1,0,0.7476,0.000452,0.173896,0.965479,191244,99210,92020,64,360,0
1759,661,Model T,479,car wheel,479,car wheel,1,0,0.6400,0.000759,0.405825,0.956055,156505,77335,79156,16,312,0
1760,839,suspension bridge,839,suspension bridge,839,suspension bridge,1,1,0.3482,0.001386,1.186230,0.966288,145691,67038,78639,80,376,0
1761,460,breakwater,978,seashore,978,seashore,1,0,0.4728,0.000846,0.530312,0.969562,153490,73127,80349,32,328,0
1762,225,malinois,225,malinois,225,malinois,1,1,0.3662,0.001263,0.997782,0.964418,138665,61672,76979,16,312,0
1763,940,spaghetti squash,940,spaghetti squash,940,spaghetti squash,1,1,0.2751,0.001253,0.996381,0.977020,134444,57163,77267,32,328,0
1764,333,hamster,333,hamster,333,hamster,1,1,0.4071,0.001335,1.090368,0.964546,133412,56628,76770,16,312,0
1765,335,fox squirrel,380,titi,380,titi,1,0,0.5131,0.000864,0.540911,0.933379,132892,56282,76596,16,312,0
1766,918,crossword puzzle,918,crossword puzzle,918,crossword puzzle,1,1,0.7428,0.000500,0.206620,0.964586,133987,57050,76923,80,376,0
1767,565,freight car,565,freight car,565,freight car,1,1,0.3736,0.001283,1.038324,0.993969,156033,78355,77664,48,344,0
1768,143,oystercatcher,143,oystercatcher,143,oystercatcher,1,1,0.2788,0.001249,0.988081,0.981744,143454,64715,78725,16,312,0
1769,259,Pomeranian,259,Pomeranian,259,Pomeranian,1,1,0.3681,0.001316,1.079965,0.985316,133159,56755,76390,32,328,0
1770,692,packet,692,packet,692,packet,1,1,0.4251,0.001215,1.043348,0.903973,134121,56973,77134,48,344,0
1771,758,reel,792,shovel,792,shovel,1,0,0.6807,0.000646,0.297334,0.969177,136021,58984,77023,80,376,0
1772,788,shoe shop,788,shoe shop,788,shoe shop,1,1,0.6129,0.000905,0.522282,0.967511,130303,53078,77211,80,376,0
1773,2,great white shark,3,tiger shark,3,tiger shark,1,0,0.2952,0.001156,0.933288,0.862913,137521,60197,77310,0,296,0
1774,889,violin,486,cello,486,cello,1,0,0.4588,0.001188,0.948153,0.936757,138553,60947,77592,32,328,0
1775,873,triumphal arch,873,triumphal arch,873,triumphal arch,1,1,0.2731,0.001125,0.841428,0.996507,129314,52282,77018,48,344,0
1776,778,scale,778,scale,778,scale,1,1,0.4204,0.001201,0.922930,0.993353,129195,52829,76352,48,344,0
1777,669,mosquito net,669,mosquito net,669,mosquito net,1,1,0.3399,0.001278,1.031822,0.988902,150238,71410,78814,80,376,0
1778,411,apron,411,apron,411,apron,1,1,0.2915,0.001325,1.086022,0.962122,131852,54617,77221,16,312,0
1779,953,pineapple,953,pineapple,953,pineapple,1,1,0.3679,0.001361,1.145931,0.974535,134048,57211,76823,96,392,0
1780,174,Norwegian elkhound,174,Norwegian elkhound,174,Norwegian elkhound,1,1,0.3571,0.001334,1.092371,0.967916,133299,56547,76738,16,312,0
1781,561,forklift,561,forklift,561,forklift,1,1,0.4203,0.001326,1.087074,0.986960,135628,58295,77319,48,344,0
1782,734,police van,734,police van,734,police van,1,1,0.4293,0.001229,0.941408,0.963334,130110,54002,76094,48,344,0
1783,411,apron,411,apron,411,apron,1,1,0.4066,0.001460,1.304171,0.972962,136794,55885,80895,32,328,0
1784,811,space heater,811,space heater,811,space heater,1,1,0.3061,0.001306,1.072393,0.982839,132629,55880,76735,64,360,0
1785,317,leafhopper,317,leafhopper,317,leafhopper,1,1,0.4376,0.001171,0.947512,0.896540,142691,64962,77715,16,329,0
1786,821,steel arch bridge,821,steel arch bridge,821,steel arch bridge,1,1,0.3536,0.001254,0.988553,0.978773,131952,55594,76344,48,344,0
1787,317,leafhopper,317,leafhopper,317,leafhopper,1,1,0.2782,0.001139,0.854193,0.997243,137439,60148,77277,16,312,0
1788,27,eft,27,eft,27,eft,1,1,0.2374,0.001232,0.950389,0.950690,139634,61896,77724,0,296,0
1789,911,wool,908,wing,908,wing,1,0,1.0000,0.000015,0.034142,0.999996,132006,55172,76820,64,360,0
1790,496,Christmas stocking,496,Christmas stocking,496,Christmas stocking,1,1,0.4144,0.001421,1.231483,0.958779,136908,60069,76825,32,328,0
1791,439,bearskin,439,bearskin,439,bearskin,1,1,0.3910,0.001354,1.129498,0.970631,132420,56079,76327,32,328,0
1792,790,shopping basket,532,dining table,532,dining table,1,0,0.7349,0.000501,0.188595,0.976003,133495,56591,76890,32,328,0
1793,284,Siamese cat,284,Siamese cat,284,Siamese cat,1,1,0.3482,0.001189,0.910438,0.994624,150760,71341,79405,32,328,0
1794,365,orangutan,365,orangutan,365,orangutan,1,1,0.3928,0.001418,1.233221,0.978597,141852,63294,78544,32,328,0
1795,851,television,851,television,851,television,1,1,0.3843,0.000926,0.644171,0.906209,136889,59181,77694,96,392,0
1796,234,Rottweiler,234,Rottweiler,234,Rottweiler,1,1,0.4478,0.001078,0.815175,0.903173,133774,57199,76561,16,312,0
1797,492,chest,492,chest,492,chest,1,1,0.4620,0.001265,1.079500,0.912188,134093,56919,77160,32,328,0
1798,661,Model T,661,Model T,661,Model T,1,1,0.4307,0.001349,1.101581,0.938088,132515,55882,76619,64,360,0
1799,541,drum,541,drum,541,drum,1,1,0.4127,0.001339,1.101485,0.981995,130237,53545,76678,48,344,0
1800,868,tray,868,tray,868,tray,1,1,0.5279,0.001058,0.815275,0.903790,129007,52521,76472,48,344,0
1801,326,lycaenid,326,lycaenid,326,lycaenid,1,1,0.2799,0.001316,1.061176,0.902608,138523,57543,80966,16,312,0
1802,985,daisy,985,daisy,985,daisy,1,1,0.3577,0.001184,0.911206,0.995979,146062,66938,79110,32,328,0
1803,144,pelican,146,albatross,146,albatross,1,0,0.6088,0.000874,0.540884,0.940765,129496,53331,76151,16,312,0
1804,141,redshank,141,redshank,141,redshank,1,1,0.3414,0.001211,0.935745,0.990296,132366,55871,76481,16,312,0
1805,823,stethoscope,823,stethoscope,823,stethoscope,1,1,0.5249,0.000833,0.553189,0.885392,132330,55577,76739,64,377,0
1806,299,meerkat,298,mongoose,298,mongoose,1,0,0.3090,0.001070,0.733040,0.937607,131040,54321,76705,32,328,0
1807,870,tricycle,428,barrow,428,barrow,1,0,0.5723,0.000897,0.547922,0.962094,135262,57722,77526,32,328,0
1808,470,candle,470,candle,470,candle,1,1,0.4145,0.000995,0.767425,0.931021,134552,52871,81667,32,328,0
1809,838,sunscreen,737,pop bottle,737,pop bottle,1,0,0.5977,0.000767,0.437990,0.915150,138505,61223,77268,32,328,0
1810,29,axolotl,29,axolotl,29,axolotl,1,1,0.3559,0.001344,1.169486,0.888847,143859,65328,78517,0,296,0
1811,646,maze,646,maze,646,maze,1,1,0.3388,0.001195,0.923938,0.994839,167745,83340,84391,48,344,0
1812,843,swing,843,swing,843,swing,1,1,0.7668,0.000430,0.146389,0.978154,159980,77603,82363,64,360,0
1813,980,volcano,980,volcano,980,volcano,1,1,0.4670,0.001261,0.982834,0.985717,163385,82551,80820,80,376,0
1814,271,red wolf,271,red wolf,271,red wolf,1,1,0.2998,0.001264,1.006709,0.980019,132381,55816,76551,32,328,0
1815,97,drake,97,drake,97,drake,1,1,0.4314,0.001238,0.999563,0.944792,132259,55820,76425,0,296,0
1816,640,manhole cover,640,manhole cover,640,manhole cover,1,1,0.3697,0.001259,0.999215,0.988116,136238,59321,76903,48,344,0
1817,30,bullfrog,30,bullfrog,30,bullfrog,1,1,0.2789,0.001246,0.971171,0.964210,128928,52290,76624,0,296,0
1818,843,swing,843,swing,843,swing,1,1,0.6134,0.000921,0.547652,0.960441,134081,57355,76712,16,312,0
1819,116,chiton,116,chiton,116,chiton,1,1,0.3197,0.001203,0.929811,0.994747,143933,65972,77947,0,296,0
1820,508,computer keyboard,527,desktop computer,527,desktop computer,1,0,0.4106,0.000932,0.660682,0.880990,131800,55188,76598,48,344,0
1821,846,table lamp,846,table lamp,846,table lamp,1,1,0.3228,0.001316,1.079427,0.953283,129577,52861,76702,48,344,0
1822,561,forklift,561,forklift,561,forklift,1,1,0.3699,0.001285,1.025066,0.974463,134579,57478,77087,48,344,0
1823,814,speedboat,625,lifeboat,625,lifeboat,1,0,0.4593,0.001010,0.704267,0.950214,136605,59302,77289,48,344,0
1824,296,ice bear,296,ice bear,296,ice bear,1,1,0.3686,0.001294,1.045487,0.987246,135839,58402,77423,32,328,0
1825,213,Irish setter,219,cocker spaniel,219,cocker spaniel,1,0,0.2643,0.001355,1.151078,0.881170,129849,53351,76484,16,312,0
1826,266,miniature poodle,266,miniature poodle,266,miniature poodle,1,1,0.3602,0.000996,0.708724,0.972459,139951,62788,77149,32,328,0
1827,175,otterhound,175,otterhound,175,otterhound,1,1,0.3982,0.001088,0.884313,0.871286,150038,70802,79222,16,312,0
1828,636,mailbag,777,scabbard,777,scabbard,1,0,0.5990,0.000618,0.308385,0.952274,130849,54303,76532,64,360,0
1829,636,mailbag,636,mailbag,636,mailbag,1,1,0.3689,0.001082,0.783753,0.986025,135259,57717,77528,32,328,0
1830,812,space shuttle,812,space shuttle,812,space shuttle,1,1,0.2965,0.001233,0.973820,0.992216,139570,57541,82015,48,344,0
1831,287,lynx,287,lynx,287,lynx,1,1,0.4785,0.001238,0.946846,0.990621,129307,52808,76485,16,312,0
1832,530,digital clock,781,scoreboard,781,scoreboard,1,0,0.5960,0.001130,0.783385,0.981769,135738,58715,77009,48,344,0
1833,250,Siberian husky,248,Eskimo dog,248,Eskimo dog,1,0,0.3754,0.000912,0.601102,0.985346,132048,55560,76474,16,312,0
1834,828,strainer,828,strainer,828,strainer,1,1,0.4366,0.001263,1.032537,0.945441,138288,61293,76981,48,344,0
1835,581,grille,581,grille,581,grille,1,1,0.3402,0.001149,0.929106,0.843889,151082,63979,87089,32,328,0
1836,117,chambered nautilus,721,pillow,721,pillow,1,0,0.7416,0.000459,0.163093,0.965770,130210,53945,76251,32,328,0
1837,375,colobus,375,colobus,375,colobus,1,1,0.4020,0.001273,0.997975,0.976455,136980,59877,77089,16,312,0
1838,700,paper towel,700,paper towel,700,paper towel,1,1,0.2242,0.000797,0.536391,0.981014,126438,50186,76238,48,344,0
1839,316,cicada,316,cicada,316,cicada,1,1,0.3140,0.001329,1.098341,0.975332,129092,53229,75849,16,312,0
1840,123,spiny lobster,123,spiny lobster,123,spiny lobster,1,1,0.3733,0.001355,1.122025,0.967961,136504,59374,77116,0,296,0
1841,855,thimble,855,thimble,855,thimble,1,1,0.3478,0.001373,1.168190,0.974225,137917,60775,77128,64,360,0
1842,452,bonnet,452,bonnet,452,bonnet,1,1,0.3705,0.001228,1.046746,0.913887,130532,54358,76160,32,328,0
1843,794,shower curtain,794,shower curtain,794,shower curtain,1,1,0.4871,0.001299,1.042006,0.973628,130526,53445,77067,64,360,0
1844,502,clog,770,running shoe,770,running shoe,1,0,0.4980,0.001080,0.738315,0.938553,154604,75264,79326,32,328,0
1845,186,Norwich terrier,185,Norfolk terrier,185,Norfolk terrier,1,0,0.3865,0.000972,0.657847,0.987055,129382,52663,76705,16,312,0
1846,750,quilt,750,quilt,750,quilt,1,1,0.4252,0.001221,0.980665,0.926469,138398,60738,77646,64,360,0
1847,336,marmot,336,marmot,336,marmot,1,1,0.4062,0.001202,0.971981,0.917644,131848,55298,76536,16,312,0
1848,778,scale,778,scale,778,scale,1,1,0.6630,0.000867,0.514596,0.967874,132160,55457,76689,96,392,0
1849,645,maypole,645,maypole,645,maypole,1,1,0.3156,0.001185,0.910533,0.994489,127641,50966,76661,48,344,0
1850,853,thatch,853,thatch,853,thatch,1,1,0.3468,0.001269,1.016833,0.987244,129419,53177,76228,96,392,0
1851,840,swab,840,swab,840,swab,1,1,0.5694,0.000901,0.600471,0.920304,143022,65320,77688,32,328,0
1852,18,magpie,18,magpie,18,magpie,1,1,0.2600,0.001220,0.951146,0.988951,143746,65270,78462,0,296,0
1853,959,carbonara,959,carbonara,959,carbonara,1,1,0.3740,0.001342,1.117132,0.980452,137077,59821,77242,80,376,0
1854,517,crane,517,crane,517,crane,1,1,0.4120,0.001434,1.262348,0.954480,133004,56247,76743,32,328,0
1855,145,king penguin,145,king penguin,145,king penguin,1,1,0.2619,0.001104,0.812544,0.998381,129812,53503,76295,16,312,0
1856,929,ice lolly,573,go-kart,573,go-kart,1,0,0.8356,0.000287,0.083307,0.989475,128809,52256,76539,48,344,0
1857,235,German shepherd,235,German shepherd,235,German shepherd,1,1,0.5193,0.001279,0.972600,0.986019,137069,59716,77339,16,312,0
1858,342,wild boar,342,wild boar,342,wild boar,1,1,0.3832,0.001058,0.877512,0.890952,140137,62236,77887,16,312,0
1859,695,padlock,695,padlock,695,padlock,1,1,0.4138,0.001382,1.172154,0.980565,135529,58134,77381,32,328,0
1860,21,kite,21,kite,21,kite,1,1,0.3577,0.001407,1.213542,0.957216,135733,58185,77534,0,296,0
1861,103,platypus,360,otter,360,otter,1,0,0.4563,0.000969,0.672745,0.905427,149390,67504,81872,16,312,0
1862,132,American egret,132,American egret,132,American egret,1,1,0.2562,0.001346,1.099825,0.879221,148223,69669,78540,16,312,0
1863,970,alp,970,alp,970,alp,1,1,0.4328,0.001086,0.788105,0.955069,133259,56288,76957,64,360,0
1864,184,Irish terrier,184,Irish terrier,184,Irish terrier,1,1,0.5685,0.000865,0.532443,0.937968,134437,57484,76939,16,312,0
1865,143,oystercatcher,143,oystercatcher,143,oystercatcher,1,1,0.3167,0.001129,0.840124,0.997069,136642,59411,77217,16,312,0
1866,296,ice bear,129,spoonbill,129,spoonbill,1,0,0.6882,0.000712,0.351528,0.966096,131673,54356,77303,16,312,0
1867,593,harmonica,593,harmonica,593,harmonica,1,1,0.4046,0.001367,1.145505,0.979157,128420,52543,75863,32,328,0
1868,36,terrapin,36,terrapin,36,terrapin,1,1,0.3072,0.001326,1.084584,0.924991,132422,55397,77011,0,296,0
1869,907,wine bottle,907,wine bottle,907,wine bottle,1,1,0.3292,0.001317,1.098623,0.927690,153552,74058,79480,32,328,0
1870,873,triumphal arch,873,triumphal arch,873,triumphal arch,1,1,0.4514,0.001332,1.085280,0.987334,129131,52197,76920,32,328,0
1871,293,cheetah,293,cheetah,293,cheetah,1,1,0.2959,0.001288,1.013237,0.916867,131183,54195,76974,32,328,0
1872,236,Doberman,234,Rottweiler,234,Rottweiler,1,0,0.4482,0.001185,0.929432,0.936239,141269,63009,78246,16,312,0
1873,17,jay,17,jay,17,jay,1,1,0.3774,0.001238,0.968246,0.990594,128022,51147,76861,0,296,0
1874,209,Chesapeake Bay retriever,209,Chesapeake Bay retriever,209,Chesapeake Bay retriever,1,1,0.3366,0.001409,1.237371,0.917931,135054,58306,76734,16,312,0
1875,164,bluetick,164,bluetick,164,bluetick,1,1,0.4194,0.000885,0.596854,0.922917,132434,55495,76925,16,312,0
1876,214,Gordon setter,214,Gordon setter,214,Gordon setter,1,1,0.3235,0.001325,1.152132,0.900735,133009,55781,77214,16,312,0
1877,613,joystick,613,joystick,613,joystick,1,1,0.3547,0.001435,1.271386,0.973928,127980,51526,76440,32,328,0
1878,345,ox,345,ox,345,ox,1,1,0.4470,0.001134,0.922889,0.931045,143804,64958,78832,32,328,0
1879,54,hognose snake,54,hognose snake,54,hognose snake,1,1,0.3231,0.000888,0.587162,0.844872,138614,61265,77335,0,296,0
1880,839,suspension bridge,718,pier,718,pier,1,0,0.5817,0.000772,0.449554,0.912443,131354,50108,81232,64,360,0
1881,895,warplane,895,warplane,895,warplane,1,1,0.4286,0.001083,0.771123,0.956774,130990,54263,76713,48,344,0
1882,601,hoopskirt,601,hoopskirt,601,hoopskirt,1,1,0.4403,0.001002,0.780642,0.892214,133562,56550,76998,64,360,0
1883,263,Pembroke,263,Pembroke,263,Pembroke,1,1,0.4180,0.001204,0.964735,0.948624,133873,56072,77787,32,328,0
1884,62,rock python,62,rock python,62,rock python,1,1,0.3299,0.001083,0.783760,0.956760,132264,54094,78156,0,296,0
1885,893,wallet,893,wallet,893,wallet,1,1,0.5681,0.000998,0.691624,0.928107,134550,52722,81814,48,344,0
1886,168,redbone,168,redbone,168,redbone,1,1,0.4690,0.001079,0.805525,0.901878,147671,69458,78199,16,312,0
1887,82,ruffed grouse,82,ruffed grouse,82,ruffed grouse,1,1,0.4532,0.001070,0.788923,0.915387,129207,53031,76162,0,296,0
1888,137,American coot,137,American coot,137,American coot,1,1,0.3258,0.001215,0.941704,0.991218,139808,62148,77646,16,312,0
1889,542,drumstick,542,drumstick,542,drumstick,1,1,0.5546,0.001218,0.929803,0.961191,131818,55232,76572,48,344,0
1890,101,tusker,385,Indian elephant,385,Indian elephant,1,0,0.2802,0.000872,0.546521,0.961708,131648,54972,76662,16,312,0
1891,228,komondor,257,Great Pyrenees,257,Great Pyrenees,1,0,0.5198,0.000827,0.501910,0.924114,131270,54465,76791,32,328,0
1892,624,library,624,library,624,library,1,1,0.3151,0.001288,1.043813,0.985480,134131,57068,77049,64,360,0
1893,419,Band Aid,419,Band Aid,419,Band Aid,1,1,0.4351,0.001379,1.158334,0.965585,138224,60933,77277,32,328,0
1894,426,barometer,426,barometer,426,barometer,1,1,0.3223,0.001238,0.973219,0.988909,139799,62048,77737,32,328,0
1895,111,nematode,111,nematode,111,nematode,1,1,0.3746,0.001243,0.979996,0.995049,135723,58751,76958,0,296,0
